WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia
"POINT (691885.709164056 4362697.36083391)","38",CENTRO SOCIAL,"AVD DE LA MÚSICA, 68","46012","1900",Equipamiento,Equipament,"Cultural, Asistencial, Social, Recreativo","Cultural, Assistencial, Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"590.24",Accesibilidad baja,Accessibilitat baixa,"4153.95",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"10785.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2418.50",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"18924.78",Alborache,Alborache,Alborache,Alborache,Alborache,Alborache,La Hoya de Buñol,València/Valencia
"POINT (691656.283386078 4362754.22717387)","39",GUARDERÍA ANTIGUAS ESCUELAS,"PLAZA DE ESPAÑA, 4","46012","1960",Equipamiento,Equipament,"Educativo, Cultural, Recreativo","Educatiu, Cultural, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,"1493.55",Accesibilidad baja,Accessibilitat baixa,"1193.22",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"25448.86",Alborache,Alborache,Alborache,Alborache,Alborache,Alborache,La Hoya de Buñol,València/Valencia
"POINT (691543.812966298 4362586.85945033)","40",COLEGIO PÚBLICO,DS DISEMINADOS P016 333,"46012","2004",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"663.65",Accesibilidad media,Accessibilitat mitjana,"90.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4837.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"28322.74",Alborache,Alborache,Alborache,Alborache,Alborache,Alborache,La Hoya de Buñol,València/Valencia
"POINT (727861.941296452 4375767.06473316)","41",AYUNTAMIENTO,C/ MILAGROSA Nº17,"46013","1930",Equipamiento,Equipament,"Administrativo, Social","Administratiu, Social",BIC,Accesibilidad media,Accessibilitat mitjana,"212.28",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"45140.00",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"46328.46",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (727805.848567468 4375617.09536824)","42",NUEVO HOGAR DELJUBILADO,"C/ PORTALET, 8","46013","1950",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad media,Accessibilitat mitjana,"483.69",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"48202.00",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"5285.91",Accesibilidad media,Accessibilitat mitjana,"823.70",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"55771.48",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (728164.926585575 4375801.43314067)","43","CASA DE LA CULTURA""JOSÉ PERIS ARAGÓ""","C/ DEL MAR, 1","46013","2004",Equipamiento,Equipament,"Educativo, Cultural, Recreativo","Educatiu, Cultural, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,"2538.56",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad media,Accessibilitat mitjana,"7047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1073.70",Accesibilidad baja,Accessibilitat baixa,"10660.14",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (727882.052977185 4375735.88235611)","44",AUDITORIO - E.MULTICULTURAL,"C/ MILAGROSA, 14","46013","1996",Equipamiento,Equipament,"Educativo, Cultural, Recreativo","Educatiu, Cultural, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,"14234.24",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"45050.00",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"7047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2647.40",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"69955.70",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (727797.475268941 4375702.72895945)","45",CASA CONDE ZANOGUERA,PLAZA CONSTITUCIÓN Nº 16,"46013","1926",Equipamiento,Equipament,Cultural,Cultural,BIC,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"854.03",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21957.60",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"411.85",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"31461.63",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (727632.839305904 4375722.66012857)","46",CENTRO CÍVICO CANÓNIGOJULIÀ,"C/ CANÓNIGO JULIÀ, 33","46013","1995",Equipamiento,Equipament,"Educativo, Social","Educatiu, Social",BIC,Accesibilidad baja,Accessibilitat baixa,"1292.66",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"946.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"31286.72",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (727784.492599219 4375108.51947682)","47",CENTRO CÍVICO PALMARET,"C/ PINTOR PERIS ARAGÓ, 33 BJ","46013","1978",Equipamiento,Equipament,"Educativo, Social","Educatiu, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"253.84",Accesibilidad baja,Accessibilitat baixa,"396.65",Accesibilidad media,Accessibilitat mitjana,"946.18",Accesibilidad media,Accessibilitat mitjana,"3523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"5120.61",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (730351.98751186 4377116.79052859)","48",CENTRO CÍVICO SAPLAYA,"C/ BATLLE, 5","46013","1990",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"484.41",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"3192.56",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (729811.429401463 4373992.86432742)","49",CENTRO CÍVICO PATACONA - EPA,"AVDA. VICENTE BLASCO IBÁÑEZ, S/N","46013","2010",Equipamiento,Equipament,"Educativo, Deportivo","Educatiu, Esportiu",No,Accesibilidad baja,Accessibilitat baixa,"3352.44",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"45230.00",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"10571.82",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"661.85",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"60792.29",Alboraia,Alboraya,Alboraya,Alboraia,Alboraia,Alboraia/Alboraya,l'Horta Nord,València/Valencia
"POINT (711078.676508039 4327300.9640684)","50",EDIFICIO AYUNTAMIENTO,C/ AUSIÀS MARCH Nº2,"46016","1978",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"2090.00",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"661.85",Accesibilidad baja,Accessibilitat baixa,"5669.24",Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,la Ribera Alta,València/Valencia
"POINT (711053.121896907 4327414.93089404)","51",CONSULTORIO MÉDICO,C/ MARIA MIQUEL Nº3 BJ,"46016","1982",Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,"496.56",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"1472.74",Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,la Ribera Alta,València/Valencia
"POINT (710848.966803202 4327429.01753619)","52",ESCOLETES,C/ ROLLET Nº14,"46016","1985",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2822.52",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21601.62",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"32632.29",Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,la Ribera Alta,València/Valencia
"POINT (710853.264962057 4327391.33579429)","53",EDIFICIO GUARDERÍA,C/ ROLLET Nº19,"46016","1985",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"724.54",Accesibilidad baja,Accessibilitat baixa,"1807.38",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"10740.07",Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,la Ribera Alta,València/Valencia
"POINT (710780.054894024 4327112.43377264)","54",CASA DE LA CULTURA,C/ JAUME I ESQ. C/ JAUME ROIG,"46016","2000",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,"1959.90",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"48725.85",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1323.70",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"67509.57",Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,la Ribera Alta,València/Valencia
"POINT (710974.65994176 4327284.50140058)","55",AGENCIA DE LECTURA PÚBLICA,C/ SANT DOMENECH Nº20,"46016","1960",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,"417.23",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21511.62",Accesibilidad media,Accessibilitat mitjana,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21928.85",Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,la Ribera Alta,València/Valencia
"POINT (710919.729799915 4327342.918098)","56",CASA DE LA MÚSICA,C/ MAJOR Nº12,"46016","1956",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,"2524.06",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"25894.17",Accesibilidad baja,Accessibilitat baixa,"1952.36",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"44894.53",Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,Alcàntera de Xúquer,la Ribera Alta,València/Valencia
"POINT (720088.062466726 4360929.94316452)","57",CASA CONSISTORIAL,"PLAZA DEL CASTELL, 1","46015","1962",Equipamiento,Equipament,Administrativo,Administratiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1528.16",Accesibilidad baja,Accessibilitat baixa,"3305.40",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"250.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"20583.68",Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia
"POINT (720330.509058726 4360407.13668095)","58",HOGAR DE JUBILADOS,"AVENIDA JUAN XXIII, 15","46015","1988",Equipamiento,Equipament,"Cultural, Recreativo","Cultural, Recreatiu",No,Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"1708.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad media,Accessibilitat mitjana,"3523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"661.85",Accesibilidad baja,Accessibilitat baixa,"6869.97",Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia
"POINT (720024.03283225 4360514.21456996)","59",CENTRO SOCIAL,"CALLE SNA ANTONI, 38","46015","1975",Equipamiento,Equipament,"Educativo, Cultural, Social","Educatiu, Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"664.60",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21712.32",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"32347.04",Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia
"POINT (720418.276348052 4360787.99309058)","60",SERVICIOS SOCIALES,"AVENIDA MESTRE SERRANO, 34","46015","1984",Equipamiento,Equipament,Social,Social,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"190.38",Accesibilidad baja,Accessibilitat baixa,"3322.64",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"6251.17",Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia
"POINT (720047.850405924 4361287.51092035)","61",ESCOLETA INFANTIL MUNICIPAL,"CAMINO DE TORRENT, 15","46015","1970",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"283.84",Accesibilidad baja,Accessibilitat baixa,"1791.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"12075.14",Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia
"POINT (719961.064175134 4360868.58354312)","62",BIBLIOTECA,"CALLE VICENT IBORRA, 6","46015","1930",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"514.41",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21516.12",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"29322.50",Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia
"POINT (720031.182059355 4361017.31555051)","63",CENTRO CULTURAL,"CALLE DIONIS CHANZÁ, 14","46015","1999",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"514.41",Accesibilidad baja,Accessibilitat baixa,"2401.44",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"12915.97",Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia
